Seller_Email,Listing_ID,Category,Auction_Title,Product_Name,Product_Description,Quantity,Reserve_Price,Max_bids,Status
asimonsen7z@lsu.edu,394,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,90.0,6,1
bdeavenell7o@lsu.edu,399,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,2,180.0,6,1
gcordall73@lsu.edu,807,Clothing,leather,Ankle-length Leather Pants,Leather pants,4,120.0,3,1
lbyrdgk@lsu.edu,825,Clothing,leather,Ankle-length Leather Pants,Leather pants,3,90.0,3,1
ttremollet2t@lsu.edu,867,Clothing,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,1,40.0,3,1
tkorting48@lsu.edu,891,Clothing,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,3,120.0,3,1
jcarvil9@economist.com,960,Clothing,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,2,60.0,4,1
dparlettkw@lsu.edu,1038,Clothing,leather,Ankle-length Leather Pants,Leather pants,4,120.0,5,1
tandino92@lsu.edu,1044,Clothing,leather,Ankle-length Leather Pants,Leather pants,1,30.0,5,1
jwooderson5q@lsu.edu,1047,Clothing,leather,Ankle-length Leather Pants,Leather pants,1,30.0,5,1
fstodartdu@lsu.edu,1053,Clothing,leather,Ankle-length Leather Pants,Leather pants,5,150.0,5,1
gescalanteg4@lsu.edu,1056,Clothing,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,2,80.0,5,1
oflahiveif@lsu.edu,1227,Clothing,skinny,Skinny High Jeans,Men's Jeans,4,120.0,4,1
cdullardbp@lsu.edu,1254,Clothing,skinny,Skinny High Jeans,Men's Jeans,4,120.0,3,1
tlinebargerh@flickr.com,1329,Clothing,skinny,Skinny High Jeans,Men's Jeans,2,60.0,3,1
wfranzenct@lsu.edu,1338,Clothing,skinny,Skinny High Jeans,Men's Jeans,2,60.0,3,1
rdichee@adobe.com,1371,Clothing,skinny,Skinny High Jeans,Men's Jeans,2,60.0,3,1
dnaughton9f@lsu.edu,1386,Clothing,skinny,Skinny High Jeans,Men's Jeans,1,30.0,3,1
wlaurancegt@lsu.edu,1613,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,4,480.0,3,1
ghalvorsen95@lsu.edu,1633,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,90.0,3,1
predittjv@lsu.edu,1641,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,2,180.0,3,1
wspadelli8j@lsu.edu,1657,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,360.0,3,1
bdeavenell7o@lsu.edu,1701,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,90.0,3,1
bbartkowiak6t@lsu.edu,1713,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
bspottiswoodhm@lsu.edu,1745,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
gmosconegr@lsu.edu,1749,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,90.0,3,1
asimonsen7z@lsu.edu,1769,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,90.0,3,0
lsekulla8w@lsu.edu,1789,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,90.0,2,1
ihannondki@lsu.edu,1825,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,4,480.0,2,1
rscampm5@lsu.edu,1837,Clothing,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,4,440.0,2,1
selliker1v@ibm.com,1857,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,3,270.0,3,1
jboultwoodre@lsu.edu,1941,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
pkirklandrq@lsu.edu,1949,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
rkorneichikbg@lsu.edu,1953,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,360.0,3,1
kperle7k@lsu.edu,1961,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
cpaulone4@lsu.edu,1965,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,360.0,3,1
feeles4r@lsu.edu,1977,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,2,180.0,3,1
bmalbonee@lsu.edu,2001,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
jgarrood8v@lsu.edu,2057,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,360.0,3,0
gescalanteg4@lsu.edu,2065,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,3,360.0,3,0
vrissonh@lsu.edu,2113,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,360.0,3,1
ebullardig@lsu.edu,2133,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,3,270.0,3,1
dgurge15@jimdo.com,2137,Clothing,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,1,110.0,3,1
pboundey37@lsu.edu,2341,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
gpendry79@lsu.edu,2385,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,450.0,3,1
tlinebargerh@flickr.com,2425,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,1,120.0,3,1
gcordall73@lsu.edu,2593,Clothing,leather,Ankle-length Leather Pants,Leather pants,4,120.0,3,1
gdowtry4j@lsu.edu,753,Cookies & Brownies,Marketside Bite Sized White Chocolate Macadamia Nut Cookies,Mac Nut Cookies,Delish Cookies,4,20.0,3,1
gdowtry4j@lsu.edu,2521,Cookies & Brownies,Marketside Bite Sized White Chocolate Macadamia Nut Cookies,Mac Nut Cookies,Delish Cookies,4,20.0,3,1
wspadelli8j@lsu.edu,29,Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
spinwillhg@lsu.edu,45,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
jspraggon8f@lsu.edu,76,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,4,1
wsemechikci@lsu.edu,112,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,70.0,4,1
fthunder1p@webs.com,119,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,4,1
hbintonme@lsu.edu,136,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,4,1
rstanwixm3@lsu.edu,145,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,4,1
ofumagalliqv@lsu.edu,193,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,70.0,5,2
ndutchburnel@lsu.edu,317,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
dairthno@lsu.edu,319,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
itompkinson28@pcworld.com,373,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,6,1
rgoulbornegn@lsu.edu,499,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,6,1
ndutchburnel@lsu.edu,1609,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
wspadelli8j@lsu.edu,1653,Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
jspraggon8f@lsu.edu,1669,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,3,1
spinwillhg@lsu.edu,1677,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
ofumagalliqv@lsu.edu,1805,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,70.0,2,1
wsemechikci@lsu.edu,1809,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,70.0,2,1
rstanwixm3@lsu.edu,1861,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,105.0,3,1
rgoulbornegn@lsu.edu,1909,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,3,1
fthunder1p@webs.com,2077,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
itompkinson28@pcworld.com,2105,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
dairthno@lsu.edu,2257,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,105.0,3,2
hbintonme@lsu.edu,2413,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,105.0,3,1
ghalvorsen95@lsu.edu,732,Dog Wet Food,Blue Buffalo Tastefuls Salmon Pate Wet Cat Food for Adult Cats,BB TSP Wet Cat Food,Healthy and Yummy,3,177.0,3,1
ghalvorsen95@lsu.edu,2493,Dog Wet Food,Blue Buffalo Tastefuls Salmon Pate Wet Cat Food for Adult Cats,BB TSP Wet Cat Food,Healthy and Yummy,3,177.0,3,1
wspadelli8j@lsu.edu,750,Electric,GlareWheel EB-NTEC1 Green Commuting Electric Bike/Scooter,GW Electric Scooter,Economical ,3,297.0,3,1
wspadelli8j@lsu.edu,2517,Electric,GlareWheel EB-NTEC1 Green Commuting Electric Bike/Scooter,GW Electric Scooter,Economical ,3,297.0,3,2
vcawr7@lsu.edu,161,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,1100.0,4,1
ccaldeiropf@lsu.edu,244,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,1100.0,5,1
dabelson7x@lsu.edu,363,Electrical Supplies,Samsung Galaxy,S22,Powerful Android,5,4250.0,6,2
eovenden5y@lsu.edu,378,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,1100.0,6,1
amarkosn0@lsu.edu,795,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,2,458.0,3,1
bspottiswoodhm@lsu.edu,816,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,3,687.0,3,1
mlempertz10@yandex.ru,828,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,1,229.0,3,1
avenablesi@salon.com,843,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,4,916.0,3,1
wsemechikci@lsu.edu,864,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,5,1145.0,3,2
dgoodenoughgs@lsu.edu,882,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,1,229.0,3,1
kkiesselhe@lsu.edu,888,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,5,1445.0,3,1
rstanwixm3@lsu.edu,903,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,1,289.0,4,1
ehaspineallfb@lsu.edu,906,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,3,867.0,4,1
glibbie7q@lsu.edu,918,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,2,578.0,4,1
emillhill6q@lsu.edu,927,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,1,289.0,4,2
mfairhamf0@lsu.edu,933,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,2,840.0,4,1
jcory4w@lsu.edu,966,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,2,840.0,4,1
feeles4r@lsu.edu,990,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,4,1680.0,5,1
lstuddeard7r@lsu.edu,996,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,5,995.0,5,1
rburtwistler8@lsu.edu,999,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,2,398.0,5,2
bmalbonee@lsu.edu,1008,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,1,199.0,5,1
ccaldeiropf@lsu.edu,1032,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,2,398.0,5,1
kmusslewhitedp@lsu.edu,1035,Electrical Supplies,AirPods,AirPods max,Wireless earphones,1,250.0,5,1
edionisiih1@lsu.edu,1071,Electrical Supplies,AirPods,AirPods max,Wireless earphones,4,1000.0,5,1
vconquest69@lsu.edu,1104,Electrical Supplies,AirPods,AirPods max,Wireless earphones,4,1000.0,4,1
ebullardig@lsu.edu,1107,Electrical Supplies,AirPods,AirPods max,Wireless earphones,5,1250.0,4,1
whasnney2b@biblegateway.com,1128,Electrical Supplies,AirPods,AirPods max,Wireless earphones,1,250.0,4,1
mromayniq@lsu.edu,1134,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,4,1
pstartehp@lsu.edu,1149,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,1500.0,4,1
tizzatt4e@lsu.edu,1170,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,4,1
ctelezhking7@lsu.edu,1176,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,1500.0,4,2
dairthno@lsu.edu,1200,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,1500.0,4,1
jthwaite4l@lsu.edu,1203,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,4,1
ebromagei6@lsu.edu,1206,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,3,2250.0,4,1
mtuxell5t@lsu.edu,1209,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,4,1
ikneesha3v@lsu.edu,1233,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,1500.0,4,1
cfridpm@lsu.edu,1257,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,3,1
mamymo@lsu.edu,1260,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,3,1
pboundey37@lsu.edu,1263,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,750.0,3,1
pclampettfg@lsu.edu,1269,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,1,550.0,3,1
gearngycp@lsu.edu,1290,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,1100.0,3,1
tgettonei8@lsu.edu,1293,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,1100.0,3,1
gpendry79@lsu.edu,1296,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,1100.0,3,1
kwilcockesfx@lsu.edu,1299,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,1100.0,3,1
kwilcockesfx@lsu.edu,1302,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,1650.0,3,1
slittledike1a@dyndns.org,1305,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,1650.0,3,1
rdellenbroker6c@lsu.edu,1311,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,1650.0,3,1
ltortispi@lsu.edu,1335,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,1,550.0,3,1
ecortingq@lsu.edu,1347,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,1,550.0,3,1
ecortingq@lsu.edu,1350,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,1650.0,3,1
nrideoutmi@lsu.edu,1353,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,1100.0,3,1
wlaurancegt@lsu.edu,1368,Electrical Supplies,"LG - 55"" Class NanoCell 90 Series LED 4K UHD Smart webOS TV",LG Nanocell,Smart TV,2,798.0,3,1
jspraggon8f@lsu.edu,1404,Electrical Supplies,"LG - 55"" Class NanoCell 90 Series LED 4K UHD Smart webOS TV",LG Nanocell,Smart TV,2,798.0,3,1
jkasman1i@histats.com,1407,Electrical Supplies,"LG - 55"" Class NanoCell 90 Series LED 4K UHD Smart webOS TV",LG Nanocell,Smart TV,1,399.0,3,1
vcawr7@lsu.edu,1877,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,1100.0,3,1
ccaldeiropf@lsu.edu,2033,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,1100.0,3,1
dabelson7x@lsu.edu,2117,Electrical Supplies,Samsung Galaxy,S23,Powerful Android,5,4250.0,3,2
eovenden5y@lsu.edu,2157,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,1100.0,3,1
amarkosn0@lsu.edu,2577,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,2,458.0,3,1
jkasman1i@histats.com,762,Exercise & Fitness,Costway Boxing Punching Bag w/Height Adjustable Stand Boxing Gloves,CB Punching Bag and Gloves,Game on!,4,1120.0,3,1
jkasman1i@histats.com,2533,Exercise & Fitness,Costway Boxing Punching Bag w/Height Adjustable Stand Boxing Gloves,CB Punching Bag and Gloves,Game on!,4,1120.0,3,1
bdeavenell7o@lsu.edu,783,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,1,25.0,3,1
tappleton2n@delicious.com,804,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,2,50.0,3,1
gmosconegr@lsu.edu,819,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,3,75.0,3,1
pslidders4f@lsu.edu,837,Face,Satin and Lace Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,4,100.0,3,1
atorrejon3c@lsu.edu,852,Face,Waffled Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,5,125.0,3,1
ihannondki@lsu.edu,876,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,3,60.0,3,1
rcayton5r@lsu.edu,897,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,100.0,4,1
hleroy7s@lsu.edu,945,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,2,40.0,4,1
dbrigstocko2@lsu.edu,948,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,3,60.0,4,1
jcarvil9@economist.com,957,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,4,80.0,4,1
rkorneichikbg@lsu.edu,972,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,1,20.0,4,1
lcuffehv@lsu.edu,1089,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,100.0,4,1
jberntjd@lsu.edu,1098,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,100.0,4,1
abithellon@lsu.edu,1188,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,4,80.0,4,1
cpennettalf@lsu.edu,1248,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,1,20.0,3,2
zcornillibb@lsu.edu,1287,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,2,40.0,3,1
tpollock7j@lsu.edu,1308,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,4,100.0,3,1
bdeavenell7o@lsu.edu,2561,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,1,25.0,3,1
tappleton2n@delicious.com,2589,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,2,50.0,3,1
kfeeney30@lsu.edu,771,Grocery,Farmland Fully Cooked Diced Ham,Diced Ham,Fully Cooked Ham,1,12.0,3,1
kfeeney30@lsu.edu,2545,Grocery,Farmland Fully Cooked Diced Ham,Diced Ham,Fully Cooked Ham,1,12.0,3,2
nrideoutmi@lsu.edu,711,Health Care,Luden's Deliciously Soothing Throat Drops,Luden's Throat Drops,Soothing,5,10.0,6,1
nrideoutmi@lsu.edu,2465,Health Care,Luden's Deliciously Soothing Throat Drops,Luden's Throat Drops,Soothing,5,10.0,3,1
gnorecb@lsu.edu,936,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,3,240.0,4,1
rgoulbornegn@lsu.edu,939,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,2,160.0,4,1
pkirklandrq@lsu.edu,969,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,3,240.0,4,1
bmaclaverty2v@lsu.edu,993,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,1,80.0,5,1
cmaxted8c@lsu.edu,768,Indoor & Live Plants,Zen Peace Lily Plant - Spathyphyllium - Great House Plant,Lily Plant,House Plant,3,36.0,3,1
cmaxted8c@lsu.edu,2541,Indoor & Live Plants,Zen Peace Lily Plant - Spathyphyllium - Great House Plant,Lily Plant,House Plant,3,36.0,3,1
mamymo@lsu.edu,16,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,3,2
oflahiveif@lsu.edu,55,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,3,1
oreppaportr0@lsu.edu,57,Iphone,iPhone,13 Pro Max,New iPhone Model,1,1100.0,3,1
glibbie7q@lsu.edu,77,Iphone,iPhone,13 Pro Max,New iPhone Model,4,4400.0,4,1
oflahiveif@lsu.edu,90,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,4,1
shaydones@lsu.edu,132,Iphone,iPhone,13 Pro Max,New iPhone Model,4,4400.0,4,1
jcarvil9@economist.com,199,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,5,1
lcootesj9@lsu.edu,223,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,5,1
dnaughton9f@lsu.edu,260,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,3,1
mfairhamf0@lsu.edu,299,Iphone,iPhone,13 Pro Max,New iPhone Model,2,2200.0,3,1
mlempertz10@yandex.ru,376,Iphone,iPhone,13 Pro Max,New iPhone Model,4,4400.0,6,1
abithellon@lsu.edu,391,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,6,1
mromayniq@lsu.edu,625,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,6,1
dnaughton9f@lsu.edu,1645,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,3,1
mlempertz10@yandex.ru,1761,Iphone,iPhone,13 Pro Max,New iPhone Model,4,4400.0,3,1
glibbie7q@lsu.edu,1885,Iphone,iPhone,13 Pro Max,New iPhone Model,4,4400.0,3,1
mfairhamf0@lsu.edu,1901,Iphone,iPhone,13 Pro Max,New iPhone Model,2,2200.0,3,1
jcarvil9@economist.com,1933,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,3,1
oreppaportr0@lsu.edu,2029,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,3,1
lcootesj9@lsu.edu,2089,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,3,1
mromayniq@lsu.edu,2165,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,3,1
shaydones@lsu.edu,2201,Iphone,iPhone,13 Pro Max,New iPhone Model,4,4400.0,3,1
abithellon@lsu.edu,2241,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,3,1
oflahiveif@lsu.edu,2285,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,3,1
oflahiveif@lsu.edu,2293,Iphone,iPhone,13 Pro Max,New iPhone Model,5,5500.0,3,1
mamymo@lsu.edu,2337,Iphone,iPhone,13 Pro Max,New iPhone Model,3,3300.0,3,1
ndutchburnel@lsu.edu,714,Kidkraft Bancroft Wooden Playhouse,Kid Kraft WP,KK BC Wooden Playhouse,Kid's toys,2,160.0,6,1
ndutchburnel@lsu.edu,2469,Kidkraft Bancroft Wooden Playhouse,Kid Kraft WP,KK BC Wooden Playhouse,Kid's toys,2,160.0,3,1
strenamanhu@lsu.edu,11,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
ltortispi@lsu.edu,17,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
psarfat78@lsu.edu,63,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,3,1
mickowics63@lsu.edu,103,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,4,200.0,4,1
cpennettalf@lsu.edu,131,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,4,1
iciobotarujm@lsu.edu,158,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,4,1
bparkenl7@lsu.edu,231,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,5,1
mbuesdennk@lsu.edu,253,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,2,70.0,5,2
fjacquemypl@lsu.edu,316,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,3,1
cmcallof@lsu.edu,846,Kitchen & Appliances,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,1,80.0,3,1
jboultwoodre@lsu.edu,963,Kitchen & Appliances,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,3,240.0,4,1
fdeans6l@lsu.edu,1005,Kitchen & Appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,1,99.0,5,1
cgabeyeb@lsu.edu,1014,Kitchen & Appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,5,495.0,5,1
dlawteye2@lsu.edu,1017,Kitchen & Appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,5,495.0,5,1
msprackling43@lsu.edu,1041,Kitchen & Appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,3,297.0,5,1
gmackall4z@lsu.edu,1062,Kitchen & Appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,2,198.0,5,2
dgurge15@jimdo.com,1110,Kitchen & Appliances,"Apron front sink, white",White Apron Sink,Sinks,1,99.0,4,1
eorrick96@lsu.edu,1116,Kitchen & Appliances,"Apron front sink, white",White Apron Sink,Sinks,1,99.0,4,1
gechalieh4@lsu.edu,1152,Kitchen & Appliances,"Apron front sink, white",White Apron Sink,Sinks,5,495.0,4,1
