email,first_name,last_name,gender,age,home_address_id,major
wcristofanoid@lsu.edu,Cointon,Tenby,Female,39,71793b29c07248c2a15f32c7c535e4d2,ELECTRICAL ENGINEERING
ltrippie@lsu.edu,Orland,Baiyle,Bigender,57,4f2d42d3715445dc9274b19df55444a0,ELECTRICAL ENGINEERING
oflahiveif@lsu.edu,Roxane,Crispin,Male,58,0accf63fedf14d428b7faf5782c6c9de,ELECTRICAL ENGINEERING
ebullardig@lsu.edu,Dall,Taphouse,Male,51,303ff92432b446bb872b8f401124229b,ELECTRICAL ENGINEERING
bdimondih@lsu.edu,Easter,Pittson,Male,22,07114d5f48de4bf9857e3eedff3ad1f3,ELECTRICAL ENGINEERING
tchastagnierii@lsu.edu,Jojo,Stranio,Male,44,4a1ff4245c974ec78fd1cbe266aae01c,ELECTRICAL ENGINEERING
moakhillij@lsu.edu,Dannel,Veare,Female,53,5d5ad4ad1e95496aa4a1d7a49939a9ce,ELECTRICAL ENGINEERING
melstoneik@lsu.edu,Merrielle,Ruppeli,Female,54,f941246645494cf8a56b6fe945738da8,ELECTRICAL ENGINEERING
ahaxellil@lsu.edu,Chandra,Alvis,Genderfluid,29,b9e3b6e3cc724ff1ad2f7084f29d8311,ELECTRICAL ENGINEERING
gspringettim@lsu.edu,Aimil,Hempshall,Female,54,f4d7f6661c3d47b5a1faf193ff8f859f,ELECTRICAL ENGINEERING
smaricin@lsu.edu,Jerrome,McTrusty,Female,49,15c53b4382404241bd4b9b19183d6da0,ELECTRICAL ENGINEERING
lsprayio@lsu.edu,Roselin,Gaffey,Female,28,666a5c671f564a5bbe387cb550605f5f,ELECTRICAL ENGINEERING
clucianip@lsu.edu,Jo,Lock,Male,42,0f3b8330c9074e038dcb541b90c59267,ELECTRICAL ENGINEERING
mromayniq@lsu.edu,Vanya,Beldon,Non-binary,47,71d946a4c4744978bcd122d226cfa709,ELECTRICAL ENGINEERING
rpickfordir@lsu.edu,Kenton,Bleddon,Male,43,6fa7489c38dc4c31a75e423791987b83,ELECTRICAL ENGINEERING
scorleyis@lsu.edu,Tobit,Biddy,Male,37,a246da7a16c44348aeba6390eda3c613,ELECTRICAL ENGINEERING
afoulghamit@lsu.edu,Siouxie,Scoggins,Male,52,5ac278b2025d4159a457b4608a9fc2a9,ELECTRICAL ENGINEERING
lkopeciu@lsu.edu,Bonita,Ivens,Female,34,75ab13b011a64067b3fc15edcdae2a53,ELECTRICAL ENGINEERING
mtupperiv@lsu.edu,Jeffrey,Woolsey,Male,25,22a76befa35d4394b4e9b7aed5feb53d,ELECTRICAL ENGINEERING
dcordeniw@lsu.edu,Wendye,Dewick,Female,29,3269064862fc46a8bb165afa37f7eb7c,ELECTRICAL ENGINEERING
gschultzeix@lsu.edu,Sue,Summerrell,Male,35,13e9c04ede93466eb980cee30bc333f5,ELECTRICAL ENGINEERING
hbeldoniy@lsu.edu,Carolina,Gouldstone,Female,55,3331d8a36a934f5a8a3e2cb5f01067d1,ELECTRICAL ENGINEERING
oyarkeriz@lsu.edu,Myrwyn,Yanez,Female,50,8d42e927f21848d391fb510c5abe658f,ELECTRICAL ENGINEERING
areaperj0@lsu.edu,Franzen,Boutflour,Male,23,4957e462893540dbb75e343dd763d44d,ELECTRICAL ENGINEERING
shanneyj1@lsu.edu,Adel,Gibben,Male,36,a0b1710994d34fffabd8fb6a9540186d,ELECTRICAL ENGINEERING
rstanelandj2@lsu.edu,Dore,Teresi,Male,23,98b53052799d4925afd8ecf9dfee879e,ELECTRICAL ENGINEERING
dmccritchiej3@lsu.edu,Torry,Hylden,Female,41,1806336991204e42ac051b877698c887,ELECTRICAL ENGINEERING
ktreacherj4@lsu.edu,Jackelyn,Plumstead,Female,24,93cf367f93e34b989cbcc3cf8eaa0e65,ELECTRICAL ENGINEERING
fwaylandj5@lsu.edu,Rockwell,Levensky,Genderfluid,60,ca1f376d176a403a9f018e3a9bb82007,ELECTRICAL ENGINEERING
hglasscockj6@lsu.edu,Yolanthe,Ferreras,Male,48,dfd643d218034127812273c7e3fb8888,ELECTRICAL ENGINEERING
rsirrellj7@lsu.edu,Sherrie,Beretta,Male,41,9584261f04134b5f8109480ae6ee37b5,ELECTRICAL ENGINEERING
splewsj8@lsu.edu,Herman,Antonsen,Male,42,2bdfda18d24b415081a811921ec9a0ef,ELECTRICAL ENGINEERING
lcootesj9@lsu.edu,Rafferty,Dunford,Male,41,b8d36a8877e947548b3fb372bbc4d95a,ELECTRICAL ENGINEERING
kdableja@lsu.edu,Nikolaos,Dimelow,Male,48,0c4e0ef38a2245c78e940bf327771449,ELECTRICAL ENGINEERING
mlowdyanejb@lsu.edu,Abel,Heineken,Female,32,b95aa903e0814e0893f48f75d0f78250,ELECTRICAL ENGINEERING
tfoxenjc@lsu.edu,Maximo,Ishchenko,Female,25,137867072a144ce381890c2f909c7057,ELECTRICAL ENGINEERING
jberntjd@lsu.edu,Lacee,Solomonides,Male,32,eae83508333f4654a5692395c02db299,ELECTRICAL ENGINEERING
cbeetonje@lsu.edu,Sidoney,Clist,Male,50,1dead2853f9a4b5f9fd78e2b2e906ae3,ELECTRICAL ENGINEERING
fschellejf@lsu.edu,Yasmin,Aymes,Male,36,ed256ebca6284deba7cb1a27e0f27565,ELECTRICAL ENGINEERING
ahaskerjg@lsu.edu,Darsie,Arnecke,Male,51,045f86c507594a5b8014fe3ae68bd368,ELECTRICAL ENGINEERING
jjewettjh@lsu.edu,Chic,Kilbourn,Male,34,61c749fadbf04fcb827d70414a9cffe3,ELECTRICAL ENGINEERING
acastelliji@lsu.edu,Carlyn,Rounsivall,Female,30,357de5d046d74fd2be7b62d0f83b1c2f,ELECTRICAL ENGINEERING
ggoveyjj@lsu.edu,Suellen,Perring,Male,36,24046582ea1346d5940801ac493ac7da,ELECTRICAL ENGINEERING
avinkjk@lsu.edu,Dru,Onians,Female,46,975f2212e5664d2298ff63b3175e7260,ELECTRICAL ENGINEERING
dcaserijl@lsu.edu,Millard,Cradey,Male,56,97879ec1d033433badf1912f1e527d9f,ELECTRICAL ENGINEERING
iciobotarujm@lsu.edu,Beatrisa,Sheaf,Male,52,b205c1a115394ad790763bb120e9d1b6,ELECTRICAL ENGINEERING
obuddelljn@lsu.edu,Theobald,Luxmoore,Female,53,3ff0a1877ec34841bc176465a2695e79,ELECTRICAL ENGINEERING
ebarukhjo@lsu.edu,Paolina,Heading,Female,31,9039ccdd28144599b51dba9556f0ec5e,ELECTRICAL ENGINEERING
ogirardezjp@lsu.edu,Colby,Tibbs,Female,51,8854558e759442c9aa8229029cd37025,ELECTRICAL ENGINEERING
awillderjq@lsu.edu,Robinson,Ceschi,Female,45,102a8ef5c25a4c5cad5757f0de63fc38,ELECTRICAL ENGINEERING
fjansonjr@lsu.edu,Herculie,Woodeson,Male,32,993536bccfd74b19b16e3dab5dc995e8,ELECTRICAL ENGINEERING
prumboldjs@lsu.edu,Amandy,Corp,Male,49,4854fdc05e1d4845a81e725c3403a0e0,ELECTRICAL ENGINEERING
drembrandtjt@lsu.edu,Alvy,Sparling,Male,37,cc16ac7f6d354e37919acfa44acb6f19,ELECTRICAL ENGINEERING
aromanettiju@lsu.edu,Florian,Sagrott,Female,57,dc91f022612b4effa98b2ac2c88a9a7a,ELECTRICAL ENGINEERING
predittjv@lsu.edu,Tamas,Balke,Male,33,2346e4a332a644ef9a15e44e5b354e6e,ELECTRICAL ENGINEERING
cdomneyjw@lsu.edu,Cort,Bartoletti,Female,25,695013165e4e442a9f2fc7bae1daba2a,ELECTRICAL ENGINEERING
nheckjx@lsu.edu,Fleming,Lazarus,Female,35,fc97a8c8446647649a2c15b26389637f,ELECTRICAL ENGINEERING
rbathoejy@lsu.edu,Leeanne,Colliard,Female,36,bb07cb93f739454b875249c705b65e99,ELECTRICAL ENGINEERING
fmcaviyjz@lsu.edu,Aloin,Hatchell,Female,43,dfdc80367d644b92a59613e1359695e9,ENGLISH
caskiek0@lsu.edu,Florri,Fensome,Agender,37,5f5f2ea4c4554369801a77aa889a7e4f,ENGLISH
mlightollerk1@lsu.edu,Danya,Ferns,Female,42,16e98a6952014e49a4dfd210ff70de77,ENGLISH
omullanek2@lsu.edu,Currey,Hallitt,Female,58,0d9ec566a28b4932ac2654acb059f9f1,ENGLISH
jkruszelnickik3@lsu.edu,Bryn,Ganderton,Female,24,ef727d04ed15402a8cb43b66babc0e6f,ENGLISH
qdockseyk4@lsu.edu,Nanette,Murrthum,Male,27,08efe7f212de4df5ba8316c542f81fa0,ENGLISH
dcapnerk5@lsu.edu,Renaud,Leward,Male,41,629c95e638614d12a65973e04905a4a2,ENGLISH
gdiamentk6@lsu.edu,Bryce,Copplestone,Male,30,34118795a2d54f9ca42d76637bb88e7f,ENGLISH
pdesaurk7@lsu.edu,Stevana,Gallimore,Male,48,1eb6b7d6ad724ddb9a080ff9a70ef325,ENGLISH
mphillpsk8@lsu.edu,Consalve,Grint,Female,21,23488507ee60419baa62ba2a7d7a356e,ENGLISH
gtrundlek9@lsu.edu,Iago,Surgood,Male,29,7df360f52fdc4c819c4caf1b60dee082,ENGLISH
bspencleyka@lsu.edu,Gardiner,Levens,Agender,27,b3a92a24308d405abaadc08ee95dc31e,ENGLISH
fnisslekb@lsu.edu,Camilla,Blaes,Male,48,c9d9f3855bd643e1bdc5d0f0de49b578,ENGLISH
imacgruerkc@lsu.edu,Nil,Spanton,Female,34,3aedfa04e3dd470f90f10298829563d8,ENGLISH
cbengerkd@lsu.edu,Ron,Artingstall,Male,53,11a91163d76d437c831992e6dcb88822,ENGLISH
sblofieldke@lsu.edu,Marijn,Caughte,Male,52,b3eb082c0d4b47bb8cea3124adf9378b,ENGLISH
sabraminkf@lsu.edu,Glad,Regan,Female,22,56d8e6cabfb348c6a91b45a2a65c3653,ENGLISH
chazeldeankg@lsu.edu,Rosalinde,Snodden,Male,49,0304122a78d540c59797f81fd08707ab,ENGLISH
imoorfieldkh@lsu.edu,Angil,Sprasen,Female,29,7a20bd57116b4fce8b83f574d0a0b6d1,ENGLISH
ihannondki@lsu.edu,Gertrudis,Friar,Female,31,fe30daeec2ec4b35aea156a2cf7baa23,ENGLISH
frosiellokj@lsu.edu,Lennie,Happert,Female,40,0e1627b69f2c4961adfc805a5e37eb1e,ENGLISH
kmoulsdallkk@lsu.edu,Fitzgerald,Ludvigsen,Male,42,ea6d8f54ce1c4bfcb5a2faab99596b87,ENGLISH
rbuchankl@lsu.edu,Essy,Dignan,Male,45,e20d30334f2342eeb22d301a1e3aed5b,ENGLISH
htoffaninikm@lsu.edu,Candace,Horbath,Female,31,e78ffa90f8144337a70746f8131bba83,ENGLISH
mlennardekn@lsu.edu,Gibby,Allam,Female,43,4632f8d354e2410fabef92d7d109d9a6,ENGLISH
sghidoniko@lsu.edu,Glenden,Ebbutt,Non-binary,24,59ac4aae0f5e469e976e4ce93e8b99bb,ENGLISH
lcardenaskp@lsu.edu,Constantino,Marsden,Male,30,d1806a5d6545422b8137324c0346eb47,ENGLISH
sloughtonkq@lsu.edu,Liana,Smalridge,Male,53,ee1183a093ca48ee846505d5ff20d683,ENGLISH
vlardnarkr@lsu.edu,Gabbi,Dutch,Female,54,3f9d25889fb54f6f9d4fed9e74f143a6,ENGLISH
eferandezks@lsu.edu,Gleda,Miskimmon,Male,30,fb3b105c47b64985979cfb36185a4a8c,ENGLISH
ssextonekt@lsu.edu,Neda,McGrale,Male,54,0df2afdaa92f43858d9e202f1e1964f2,ENGLISH
ielecumku@lsu.edu,Morlee,Gingedale,Agender,48,0e746b715c1541288d1a12879c2d2c1c,ENGLISH
uogelbekv@lsu.edu,Windy,Rosie,Polygender,41,9a681c3b583448b3b6f59f9f8894dc8b,ENGLISH
dparlettkw@lsu.edu,Rora,Robinett,Male,26,e4cfab3cf4d140b98b93860754931ae3,ENGLISH
nromagnosikx@lsu.edu,Mirilla,Korneichuk,Male,58,f39a94488a2744d9916fb098b99a2bf9,ENGLISH
kikinsky@lsu.edu,Elinor,Kolodziejski,Female,46,eff2ad1d13614f9a9ac6f0e4ec5f49e2,ENGLISH
dforestallkz@lsu.edu,Hedy,Seville,Male,45,9cba607b4bef40c490832edb5c0d0efa,ENGLISH
tbaynesl0@lsu.edu,Gretal,Losebie,Female,48,e45e38f5e9ea4d0cb359108a7349ba70,ENGLISH
aiacovuzzil1@lsu.edu,Camella,Padillo,Male,25,924bb7aba17e4dfba54dffc37c3d1645,ENGLISH
jbarnacloughl2@lsu.edu,Ario,Womack,Male,43,0191ec14c85b48e8bb8a07eac116174c,ENGLISH
hhehll3@lsu.edu,Arabel,Cumo,Female,55,952d60ead6e04f80aa9b8f53e5a30202,ENGLISH
rnassyl4@lsu.edu,Derrick,Perillo,Male,56,fa7a27cc55e14b3eb0af79184cf4e3f9,ENGLISH
cheersl5@lsu.edu,Nicoli,Vickress,Female,31,0f5cf1ecba0d4ee180ce4340c9d99480,ENGLISH
kprantll6@lsu.edu,Ephraim,Baulcombe,Female,21,9af0ce711626463697ebf19ea23ea1f7,ENGLISH
bparkenl7@lsu.edu,Ilysa,Cuxson,Non-binary,57,769c4d4b611f4b03a370ff90ed817cde,ENGLISH
dnorcockl8@lsu.edu,Guntar,Atwell,Male,48,d4be5696efd14065a0efeb4f119d54e2,ENGLISH
nkubul9@lsu.edu,Cirstoforo,Cunde,Male,57,8bbaa7e7024042e69bf796aca6745a73,ENGLISH
dmchardyla@lsu.edu,Siana,Malin,Female,50,8fc2f52937cd491684d9a7635cab2804,ENGLISH
greadettlb@lsu.edu,Adamo,Woolland,Male,39,98a080d3e6cb4ffba5177c067d8d54a9,ENGLISH
rpabloslc@lsu.edu,Aluino,Fildery,Male,55,f57632a9533949b8b7ce19777daba015,ENGLISH
jcaverhillld@lsu.edu,Roze,Mullally,Female,32,95a15487b6334438b249c83bfa2dc62b,ENGLISH
pdewdenyle@lsu.edu,Caro,Varah,Male,46,c10f3116b3304ba0a1d4a286658c3639,ENGLISH
cpennettalf@lsu.edu,Cozmo,Hobell,Male,52,4383a86e141840e29c75239e4cdc4fb8,ENGLISH
pmcchruiterlg@lsu.edu,Alphonse,Latore,Male,42,1137b6cf36234c56bba1633b75205a69,ENGLISH
mufflh@lsu.edu,Lettie,Ridgewell,Female,39,1676c29d736e48f4887a187fb0a323b7,ENGLISH
tdolanli@lsu.edu,Lorie,Poile,Male,37,ecb4c2cecba14d7183b03afd76314a96,ENGLISH
jjakellj@lsu.edu,Rogerio,Pestell,Male,28,f6ab821e095d4c9a8eba5048bb752d11,ENGLISH
uchalfantlk@lsu.edu,Rance,Woodroff,Male,32,1e49a21e313d4221913652c64e0df507,ENGLISH
ilamminll@lsu.edu,Kale,Avramovich,Male,41,ce251d594e6e4bf7a93912d8784d003f,ENGLISH
ajillinslm@lsu.edu,Yale,Longstreet,Female,25,1cd3b0ce029148b1bd6afc1330c5e7eb,ENGLISH
kyabsleyln@lsu.edu,Flossy,Hulland,Female,58,0dc700a8438a402182af95557b6bfde6,ENGLISH
chatchettelo@lsu.edu,Oren,McComish,Female,46,6c6939e82d7d4f598d3c66c5869248eb,ENGLISH
shagertylp@lsu.edu,Janet,Elby,Male,50,a2d0a8f152fb44d0a81d403ae158897f,ENGLISH
achatellq@lsu.edu,Isabel,Urridge,Female,49,d96579036103490f9c17648085dbab93,ENGLISH
vfuenteslr@lsu.edu,Fawn,Cureton,Female,56,a2013089ba974a789379a150a13f8ae5,ENGLISH
tmountneyls@lsu.edu,Isabelita,Demange,Female,56,ea313818323947b89a03b4061918204f,ENGLISH
egillmanlt@lsu.edu,Tull,Congreave,Male,59,c6b10ee16e694ac4b16d9a08b27df4c0,ENGLISH
srubinivitzlu@lsu.edu,Lissy,Moyers,Male,29,56b42dcbf05a4e429f58d3a60c490e38,ENGLISH
cwoolacottlv@lsu.edu,Peri,Zuenelli,Female,52,fde2304911aa4e23a65cc43038f2c8b1,ENGLISH
ebradderlw@lsu.edu,Carroll,Robeiro,Male,32,18b887e8c26546e98e883b82b61c24db,ENGLISH
dknottlx@lsu.edu,Carleton,Pieche,Male,57,0cf814bdff144675815a4c8b009536de,ENVIRONMENTAL ENGINEERING
ogajownikly@lsu.edu,Caroline,Gladwish,Female,39,73a76276a2654e51bfce6c6d838959e2,ENVIRONMENTAL ENGINEERING
dbarrowcloughlz@lsu.edu,Webb,Bollini,Male,44,e6440702a73c4039879d58b8f8ffb6c3,ENVIRONMENTAL ENGINEERING
cvarleym0@lsu.edu,Burr,Kemetz,Female,33,ac0320c0578b4ca7a4f830ab345d4078,ENVIRONMENTAL ENGINEERING
rmalesm1@lsu.edu,Gus,Marquot,Male,36,dfe10849bee44d5fa929063cb4459973,ENVIRONMENTAL ENGINEERING
ituppm2@lsu.edu,Sigfrid,Ipwell,Male,47,0667fabb6e734949a879f5b25b251d1a,ENVIRONMENTAL ENGINEERING
rstanwixm3@lsu.edu,Gwen,Radin,Female,28,c2f8aa2e5f3b41ecaefe73c0a4b1d22c,ENVIRONMENTAL ENGINEERING
ehuychem4@lsu.edu,Debor,Armin,Male,55,b87041e4d717497dbad41a4be4961fc8,ENVIRONMENTAL ENGINEERING
rscampm5@lsu.edu,Donetta,Whitfield,Female,33,a239fdd778ae41ada7557e6134ba76d2,ENVIRONMENTAL ENGINEERING
sgoomesm6@lsu.edu,Albert,Braybrook,Male,25,74a5c55c6fa945c1899498d503d06171,ENVIRONMENTAL ENGINEERING
abaloghm7@lsu.edu,Betteann,Atteridge,Male,39,19d6a09806d346249bf20bfc1abb4bbe,ENVIRONMENTAL ENGINEERING
jmoormanm8@lsu.edu,Rachael,McIlory,Male,28,2c85c58966284611b2d411ee6109394f,ENVIRONMENTAL ENGINEERING
zcorssenm9@lsu.edu,Janette,Rubrow,Male,48,939f496e7499429ebb7561cf2a1cbbbb,ENVIRONMENTAL ENGINEERING
ddinnegesma@lsu.edu,Marge,Balassi,Female,56,9d6ff3176aac4ab691ce2f406e2c4a5f,ENVIRONMENTAL ENGINEERING
kdreakinmb@lsu.edu,Shantee,Stealey,Female,44,9c7cb8d443994ac2ae7579ee34ed9370,ENVIRONMENTAL ENGINEERING
lmcmanusmc@lsu.edu,Zelda,Capoun,Genderfluid,23,9f8d5d7706cd4a42abdd0979e941106d,ENVIRONMENTAL ENGINEERING
sboostmd@lsu.edu,Ardra,Milbourn,Agender,32,06daadd557aa47118d9d6aa75a713abf,ENVIRONMENTAL ENGINEERING
hbintonme@lsu.edu,Celeste,O'Rudden,Bigender,35,1158c40707a144359285ef19fe1bbce0,ENVIRONMENTAL ENGINEERING
belleringtonmf@lsu.edu,Barnebas,Kibbee,Male,47,1236acf00e1246e197dad814858f68f6,ENVIRONMENTAL ENGINEERING
smedcalfmg@lsu.edu,Jobie,Hartwright,Female,21,96073da04ed443a3a77a181f126cf1b9,ENVIRONMENTAL ENGINEERING
pscarisbrickmh@lsu.edu,Ado,Selman,Female,48,0fcb4bd11fca4710815eb6de519427a3,ENVIRONMENTAL ENGINEERING
nrideoutmi@lsu.edu,Tedman,Sammonds,Bigender,46,fbfe18a541a147e183cafdc748208aa9,ENVIRONMENTAL ENGINEERING
bobraymj@lsu.edu,Siffre,Clavering,Female,56,6bb5163c32ac4900904f0132e6ca28d7,ENVIRONMENTAL ENGINEERING
kurwenmk@lsu.edu,Corrina,Stithe,Male,56,d21f29de723e43d0ad29eaab0cc627a9,ENVIRONMENTAL ENGINEERING
rceschiniml@lsu.edu,Honoria,Boyton,Male,46,6b5172a425304cfb93a7ff41fbffe407,ENVIRONMENTAL ENGINEERING
brussanmm@lsu.edu,Marlane,Artharg,Female,58,d292536891624baaa41408e1c6bdf2ea,ENVIRONMENTAL ENGINEERING
rswanbournemn@lsu.edu,Liuka,Foxon,Female,27,ef8f8485fbf848a08c5edad65c095254,ENVIRONMENTAL ENGINEERING
mamymo@lsu.edu,Wiley,Crosscombe,Male,30,b0a5c4c67b404681abe6a1378a5a9649,ENVIRONMENTAL ENGINEERING
clynaghmp@lsu.edu,Brande,Goss,Female,42,bb432088d480441aa9fbd7d2ded76147,ENVIRONMENTAL ENGINEERING
bleversonmq@lsu.edu,Cristal,Otteridge,Male,28,b7b6a9dda8924079bb9ce3660424def9,ENVIRONMENTAL ENGINEERING
lhandleymr@lsu.edu,Townsend,Getten,Female,51,a2eb55f1efea4de0969e8bdcab004a07,ENVIRONMENTAL ENGINEERING
bduggetms@lsu.edu,Ardelia,Duiged,Female,34,3f74468b0d7948559d1dc698b2584e77,ENVIRONMENTAL ENGINEERING
dhawtrymt@lsu.edu,Matelda,Edgett,Female,31,caf8a2b7f8db4605966ade909326cfbc,ENVIRONMENTAL ENGINEERING
hfollitmu@lsu.edu,Jamie,Bentick,Male,59,336a76ea31324e98976d966ce5a55eca,ENVIRONMENTAL ENGINEERING
jblackbournmv@lsu.edu,Jarrid,Vanyutin,Male,56,ad7d9d58b19748648ee578874b4b50e3,ENVIRONMENTAL ENGINEERING
mmessinghammw@lsu.edu,Gaelan,Broadbear,Genderqueer,37,27b0d5e863994843a23491681649f9a0,ENVIRONMENTAL ENGINEERING
rbastonemx@lsu.edu,Jobyna,Bilson,Male,25,fbbf27d8d1294c8eb7bd939a7bbd776f,ENVIRONMENTAL ENGINEERING
segglesonmy@lsu.edu,Gaby,Hallowes,Male,34,3b8635f0fe644a3c979782cb55241b48,ENVIRONMENTAL ENGINEERING
dnaughtonmz@lsu.edu,Andra,Licari,Female,58,39d44224f0c84ec09a0ab8065c0dee38,ENVIRONMENTAL ENGINEERING
amarkosn0@lsu.edu,Byrom,Bausor,Female,23,6c2ecee01a9d4c369182e535a36cfec3,ENVIRONMENTAL ENGINEERING
khounihann1@lsu.edu,Richart,Shorthill,Female,47,16bfd5e8047845efa85a1f2925dabfc3,ENVIRONMENTAL ENGINEERING
tsellandn2@lsu.edu,Lillian,Ainger,Male,29,43f5032479ff47e481f726653104d45a,ENVIRONMENTAL ENGINEERING
ohardsonn3@lsu.edu,Perceval,Cruess,Male,27,bb2f4ddd2606496dbeef2f7b7361af96,ENVIRONMENTAL ENGINEERING
jketchn4@lsu.edu,Leeanne,Grigaut,Female,41,32696f421a2a4393b288eaf6e698df26,ENVIRONMENTAL ENGINEERING
sodriscolln5@lsu.edu,Clyve,Ableson,Bigender,27,6f801a46e87b47ce9ce717358167a75d,ENVIRONMENTAL ENGINEERING
tlewishamn6@lsu.edu,George,Merton,Male,53,cb65445848494564b7f544e3e330f9f2,ENVIRONMENTAL ENGINEERING
mbentingn7@lsu.edu,Cort,Normanton,Male,55,41f563105a07403881a92d68c8eb2b98,ENVIRONMENTAL ENGINEERING
chardenn8@lsu.edu,Murial,Giovanardi,Female,28,8461061e0cea43f2a83e5f8b2549301a,ENVIRONMENTAL ENGINEERING
ssorleyn9@lsu.edu,Averill,Veitch,Female,23,77ee2d9399264fc89595da0adb9cf5e6,ENVIRONMENTAL ENGINEERING
jbulloughna@lsu.edu,Branden,Caltun,Male,59,9fd39f90d23f4190b05548f4330181b2,FINANCE
rstewartsonnb@lsu.edu,Hort,Angric,Female,35,120c455c0e3c48da98720774ea5d3379,FINANCE
llerenc@lsu.edu,Hollis,Riccelli,Female,29,061be1743c1d4030b8665eb9fc1eb1c5,FINANCE
rwoodfordnd@lsu.edu,Jannelle,Storms,Female,41,a0b3da2b4685417489b7a6dc85219927,FINANCE
planceleyne@lsu.edu,Orlando,Trethewey,Male,27,84540247b54b4e87ba5081bb190127d0,FINANCE
aitzchakinf@lsu.edu,Leola,Jaffra,Female,58,ff8e437631be4c8a8546721124724084,FINANCE
smcquorkellng@lsu.edu,Monroe,Arblaster,Male,24,c041f743028749cf8f92352bbde85d8e,FINANCE
vrissonh@lsu.edu,Marco,Mifflin,Male,32,b163a24e304148758ab77e8aade08b9e,FINANCE
bsawdonni@lsu.edu,Lianna,Petroselli,Female,57,79089cd318404c2cae7df8a6307f05e3,FINANCE
cnesfieldnj@lsu.edu,Yulma,Duprey,Male,49,3ba74f8d674044eba28264a51836a229,FINANCE
mbuesdennk@lsu.edu,Rorke,Riddiough,Female,41,2d561b770cbe49079228e4130052d30f,FINANCE
rcottesfordnl@lsu.edu,Marcello,Budget,Female,24,7baad6cb1cc848fbb2a6f4efa3fc789f,FINANCE
rglanvillenm@lsu.edu,Kimberli,Krug,Female,25,416aa52d5a8a459bafc499a8fc99c1a7,FINANCE
cbebisnn@lsu.edu,Spenser,O'Canavan,Male,42,8708123040204be6b2660b2c3965a9c7,FINANCE
dairthno@lsu.edu,Dalenna,Grim,Female,49,9c5706ad2ad148fc811a2bb269fd6df3,FINANCE
mnewardnp@lsu.edu,Job,Nardoni,Male,41,e7e0ffd596484eeb994490328e7658f6,FINANCE
bsauternq@lsu.edu,Carissa,Impey,Male,54,f7753dc3ed3947cc8b6a170dc2c4439f,FINANCE
ctolmienr@lsu.edu,Adam,Geke,Bigender,50,6823142ec354421098c7d8e28bb0180f,FINANCE
agabbitasns@lsu.edu,Tandy,Ballantyne,Male,31,4d5422d0cda647d198b577e4fc6ca59e,FINANCE
aferencowicznt@lsu.edu,Quillan,Entreis,Female,60,41fe0ccaefaa4b7a96ff719970a731e3,FINANCE
bcaplinnu@lsu.edu,Lay,Driver,Genderfluid,47,f93c61c0830443ea86c8a2b04442f86e,FINANCE
rgontiernv@lsu.edu,Fraze,Stanman,Male,23,5df88bb40fd644e385f44f40e687f269,FINANCE
sperullinw@lsu.edu,Ulberto,Bransgrove,Male,42,36ea6e1763f94be99e74a9cbd8eb2862,FINANCE
eodonohuenx@lsu.edu,Annamarie,Tresvina,Male,49,513ea2fb65034bf6acabbc517c8561e4,FINANCE
tplaisterny@lsu.edu,Sandie,Borlease,Female,36,b39bf15a7d21460188d0c4b5111caafa,FINANCE
awardernz@lsu.edu,Della,Erskin,Agender,27,1f18fb2ca8e8446cb39660a21551aa9a,FINANCE
gfotitto0@lsu.edu,Nina,Poleykett,Female,55,72cfe481b6d04efb989ab626ab6043e9,FINANCE
rwoofindeno1@lsu.edu,Emmi,Bisson,Female,29,e94611759841459398b26df5afa099ce,FINANCE
dbrigstocko2@lsu.edu,Jacintha,Keiling,Female,56,47d3a153caba42daafe0412d72d8a85a,FINANCE
pwhithamo3@lsu.edu,Twyla,MacArdle,Male,58,f53baacbc0934e9bbf5f9566779cb3ce,FINANCE
gbasiloneo4@lsu.edu,Zorine,Summerson,Male,24,27d0fa048a21447c8b97ee2027c4f963,FINANCE
wgimenoo5@lsu.edu,Douglas,Rapsey,Female,49,d93c3ef7e05d40089992b70ad2aa7b7f,FINANCE
klongfortho6@lsu.edu,Elsinore,Matejovsky,Female,22,0f24f4b74a194e9d9cf01195f3a2bac1,FINANCE
rraweso7@lsu.edu,Margette,Conen,Male,57,b076304770014cdbb77141f77fd24ed1,FINANCE
abeedomo8@lsu.edu,Nanon,Jillitt,Male,21,d28b86faa7a64dfb887f6ba3a4ad425a,FINANCE
sbarwello9@lsu.edu,Calli,Lorenz,Female,36,682a48575f3149ebaf4645283a298d74,FINANCE
sbelshamoa@lsu.edu,Orran,Rosthorn,Female,52,6b5e2dcae3a14e57b49ffd55405aa5ed,FINANCE
ivittetob@lsu.edu,Vivianna,Reisenstein,Genderqueer,35,711aa194499d4191bf821a0279c4c5bb,FINANCE
abastoneoc@lsu.edu,Crawford,Soppett,Male,53,b98291c3223049158b34f3c01a658759,FINANCE
npartkyaod@lsu.edu,Ara,Pavelka,Male,29,e943649fd8ba4e1fa5de874b19457110,FOOD SCIENCE
svillaretoe@lsu.edu,Sinclare,Valadez,Female,26,b7a53262442c42a880a0f3b52ef99806,FOOD SCIENCE
cmcallof@lsu.edu,Trenna,Necolds,Male,47,921d898025e745e28a995a6fc332ca42,FOOD SCIENCE
